DBN,Zip_Code,Lat,Lon,Private_School_Count,Planned_Housing_Units,School_Age_Pop_2019,School_Age_Pop_2020,School_Age_Pop_2021,School_Age_Pop_2022,School_Age_Pop_2023
01M064,,,,0,0.0,0,0,0,0,0
19K065,,,,0,0.0,0,0,0,0,0
07X065,,,,0,0.0,0,0,0,0,0
27Q066,,,,0,0.0,0,0,0,0,0
12X066,,,,0,0.0,0,0,0,0,0
13K067,,,,0,0.0,0,0,0,0,0
12X067,,,,0,0.0,0,0,0,0,0
11X068,,,,0,0.0,0,0,0,0,0
24Q068,,,,0,0.0,0,0,0,0,0
31R069,,,,0,0.0,0,0,0,0,0
30Q069,,,,0,0.0,0,0,0,0,0
08X069,,,,0,0.0,0,0,0,0,0
30Q070,,,,0,0.0,0,0,0,0,0
09X070,,,,0,0.0,0,0,0,0,0
24Q071,,,,0,0.0,0,0,0,0,0
08X071,,,,0,0.0,0,0,0,0,0
08X072,,,,0,0.0,0,0,0,0,0
09X073,,,,0,0.0,0,0,0,0,0
03M075,,,,0,0.0,0,0,0,0,0
32K075,,,,0,0.0,0,0,0,0,0
03M076,,,,0,0.0,0,0,0,0,0
11X076,,,,0,0.0,0,0,0,0,0
30Q076,,,,0,0.0,0,0,0,0,0
11X078,,,,0,0.0,0,0,0,0,0
25Q079,,,,0,0.0,0,0,0,0,0
10X081,,,,0,0.0,0,0,0,0,0
16K081,,,,0,0.0,0,0,0,0,0
28Q082,,,,0,0.0,0,0,0,0,0
11X083,,,,0,0.0,0,0,0,0,0
04M083,,,,0,0.0,0,0,0,0,0
14K084,,,,0,0.0,0,0,0,0,0
03M084,,,,0,0.0,0,0,0,0,0
30Q084,,,,0,0.0,0,0,0,0,0
10X085,,,,0,0.0,0,0,0,0,0
30Q085,,,,0,0.0,0,0,0,0,0
10X086,,,,0,0.0,0,0,0,0,0
32K086,,,,0,0.0,0,0,0,0,0
11X087,,,,0,0.0,0,0,0,0,0
03M087,,,,0,0.0,0,0,0,0,0
24Q088,,,,0,0.0,0,0,0,0,0
11X089,,,,0,0.0,0,0,0,0,0
19K089,,,,0,0.0,0,0,0,0,0
27Q090,,,,0,0.0,0,0,0,0,0
10X091,,,,0,0.0,0,0,0,0,0
24Q091,,,,0,0.0,0,0,0,0,0
17K091,,,,0,0.0,0,0,0,0,0
17K092,,,,0,0.0,0,0,0,0,0
30Q092,,,,0,0.0,0,0,0,0,0
05M092,,,,0,0.0,0,0,0,0,0
08X093,,,,0,0.0,0,0,0,0,0
13K093,,,,0,0.0,0,0,0,0,0
26Q094,,,,0,0.0,0,0,0,0,0
10X094,,,,0,0.0,0,0,0,0,0
15K094,,,,0,0.0,0,0,0,0,0
29Q095,,,,0,0.0,0,0,0,0,0
10X095,,,,0,0.0,0,0,0,0,0
21K095,,,,0,0.0,0,0,0,0,0
27Q096,,,,0,0.0,0,0,0,0,0
04M096,,,,0,0.0,0,0,0,0,0
11X096,,,,0,0.0,0,0,0,0,0
11X097,,,,0,0.0,0,0,0,0,0
27Q097,,,,0,0.0,0,0,0,0,0
06M098,,,,0,0.0,0,0,0,0,0
26Q098,,,,0,0.0,0,0,0,0,0
21K099,,,,0,0.0,0,0,0,0,0
28Q099,,,,0,0.0,0,0,0,0,0
27Q100,,,,0,0.0,0,0,0,0,0
08X100,,,,0,0.0,0,0,0,0,0
21K100,,,,0,0.0,0,0,0,0,0
28Q101,,,,0,0.0,0,0,0,0,0
21K101,,,,0,0.0,0,0,0,0,0
24Q102,,,,0,0.0,0,0,0,0,0
04M102,,,,0,0.0,0,0,0,0,0
20K102,,,,0,0.0,0,0,0,0,0
11X103,,,,0,0.0,0,0,0,0,0
27Q104,,,,0,0.0,0,0,0,0,0
11X105,,,,0,0.0,0,0,0,0,0
27Q105,,,,0,0.0,0,0,0,0,0
20K105,,,,0,0.0,0,0,0,0,0
32K106,,,,0,0.0,0,0,0,0,0
11X106,,,,0,0.0,0,0,0,0,0
08X107,,,,0,0.0,0,0,0,0,0
15K107,,,,0,0.0,0,0,0,0,0
25Q107,,,,0,0.0,0,0,0,0,0
04M108,,,,0,0.0,0,0,0,0,0
27Q108,,,,0,0.0,0,0,0,0,0
11X108,,,,0,0.0,0,0,0,0,0
19K108,,,,0,0.0,0,0,0,0,0
22K109,,,,0,0.0,0,0,0,0,0
09X109,,,,0,0.0,0,0,0,0,0
31R011,,,,0,0.0,0,0,0,0,0
24Q110,,,,0,0.0,0,0,0,0,0
01M110,,,,0,0.0,0,0,0,0,0
14K110,,,,0,0.0,0,0,0,0,0
09X110,,,,0,0.0,0,0,0,0,0
02M111,,,,0,0.0,0,0,0,0,0
30Q111,,,,0,0.0,0,0,0,0,0
11X111,,,,0,0.0,0,0,0,0,0
11X112,,,,0,0.0,0,0,0,0,0
30Q112,,,,0,0.0,0,0,0,0,0
04M112,,,,0,0.0,0,0,0,0,0
20K112,,,,0,0.0,0,0,0,0,0
18K114,,,,0,0.0,0,0,0,0,0
06M115,,,,0,0.0,0,0,0,0,0
18K115,,,,0,0.0,0,0,0,0,0
32K116,,,,0,0.0,0,0,0,0,0
02M116,,,,0,0.0,0,0,0,0,0
28Q117,,,,0,0.0,0,0,0,0,0
29Q118,,,,0,0.0,0,0,0,0,0
22K119,,,,0,0.0,0,0,0,0,0
14K120,,,,0,0.0,0,0,0,0,0
25Q120,,,,0,0.0,0,0,0,0,0
21K121,,,,0,0.0,0,0,0,0,0
28Q121,,,,0,0.0,0,0,0,0,0
11X121,,,,0,0.0,0,0,0,0,0
30Q122,,,,0,0.0,0,0,0,0,0
27Q123,,,,0,0.0,0,0,0,0,0
05M123,,,,0,0.0,0,0,0,0,0
32K123,,,,0,0.0,0,0,0,0,0
27Q124,,,,0,0.0,0,0,0,0,0
15K124,,,,0,0.0,0,0,0,0,0
02M124,,,,0,0.0,0,0,0,0,0
05M125,,,,0,0.0,0,0,0,0,0
09X126,,,,0,0.0,0,0,0,0,0
02M126,,,,0,0.0,0,0,0,0,0
30Q127,,,,0,0.0,0,0,0,0,0
20K127,,,,0,0.0,0,0,0,0,0
06M128,,,,0,0.0,0,0,0,0,0
21K128,,,,0,0.0,0,0,0,0,0
24Q128,,,,0,0.0,0,0,0,0,0
05M129,,,,0,0.0,0,0,0,0,0
25Q129,,,,0,0.0,0,0,0,0,0
25Q130,,,,0,0.0,0,0,0,0,0
08X130,,,,0,0.0,0,0,0,0,0
02M130,,,,0,0.0,0,0,0,0,0
15K130,,,,0,0.0,0,0,0,0,0
29Q131,,,,0,0.0,0,0,0,0,0
15K131,,,,0,0.0,0,0,0,0,0
09X132,,,,0,0.0,0,0,0,0,0
06M132,,,,0,0.0,0,0,0,0,0
29Q132,,,,0,0.0,0,0,0,0,0
14K132,,,,0,0.0,0,0,0,0,0
05M133,,,,0,0.0,0,0,0,0,0
26Q133,,,,0,0.0,0,0,0,0,0
13K133,,,,0,0.0,0,0,0,0,0
12X134,,,,0,0.0,0,0,0,0,0
01M134,,,,0,0.0,0,0,0,0,0
29Q134,,,,0,0.0,0,0,0,0,0
18K135,,,,0,0.0,0,0,0,0,0
29Q136,,,,0,0.0,0,0,0,0,0
75M138,,,,0,0.0,0,0,0,0,0
17K138,,,,0,0.0,0,0,0,0,0
08X138,,,,0,0.0,0,0,0,0,0
22K139,,,,0,0.0,0,0,0,0,0
28Q139,,,,0,0.0,0,0,0,0,0
28Q140,,,,0,0.0,0,0,0,0,0
01M140,,,,0,0.0,0,0,0,0,0
01M142,,,,0,0.0,0,0,0,0,0
24Q143,,,,0,0.0,0,0,0,0,0
28Q144,,,,0,0.0,0,0,0,0,0
32K145,,,,0,0.0,0,0,0,0,0
03M145,,,,0,0.0,0,0,0,0,0
04M146,,,,0,0.0,0,0,0,0,0
08X146,,,,0,0.0,0,0,0,0,0
27Q146,,,,0,0.0,0,0,0,0,0
14K147,,,,0,0.0,0,0,0,0,0
30Q148,,,,0,0.0,0,0,0,0,0
30Q149,,,,0,0.0,0,0,0,0,0
19K149,,,,0,0.0,0,0,0,0,0
03M149,,,,0,0.0,0,0,0,0,0
02M150,,,,0,0.0,0,0,0,0,0
12X150,,,,0,0.0,0,0,0,0,0
23K150,,,,0,0.0,0,0,0,0,0
30Q150,,,,0,0.0,0,0,0,0,0
32K151,,,,0,0.0,0,0,0,0,0
30Q151,,,,0,0.0,0,0,0,0,0
06M152,,,,0,0.0,0,0,0,0,0
08X152,,,,0,0.0,0,0,0,0,0
30Q152,,,,0,0.0,0,0,0,0,0
06M153,,,,0,0.0,0,0,0,0,0
11X153,,,,0,0.0,0,0,0,0,0
21K153,,,,0,0.0,0,0,0,0,0
24Q153,,,,0,0.0,0,0,0,0,0
05M154,,,,0,0.0,0,0,0,0,0
07X154,,,,0,0.0,0,0,0,0,0
25Q154,,,,0,0.0,0,0,0,0,0
27Q155,,,,0,0.0,0,0,0,0,0
04M155,,,,0,0.0,0,0,0,0,0
29Q156,,,,0,0.0,0,0,0,0,0
23K156,,,,0,0.0,0,0,0,0,0
07X157,,,,0,0.0,0,0,0,0,0
02M158,,,,0,0.0,0,0,0,0,0
19K158,,,,0,0.0,0,0,0,0,0
26Q159,,,,0,0.0,0,0,0,0,0
19K159,,,,0,0.0,0,0,0,0,0
10X159,,,,0,0.0,0,0,0,0,0
11X160,,,,0,0.0,0,0,0,0,0
28Q160,,,,0,0.0,0,0,0,0,0
20K160,,,,0,0.0,0,0,0,0,0
28Q161,,,,0,0.0,0,0,0,0,0
07X161,,,,0,0.0,0,0,0,0,0
05M161,,,,0,0.0,0,0,0,0,0
17K161,,,,0,0.0,0,0,0,0,0
26Q162,,,,0,0.0,0,0,0,0,0
03M163,,,,0,0.0,0,0,0,0,0
09X163,,,,0,0.0,0,0,0,0,0
20K163,,,,0,0.0,0,0,0,0,0
25Q163,,,,0,0.0,0,0,0,0,0
20K164,,,,0,0.0,0,0,0,0,0
25Q164,,,,0,0.0,0,0,0,0,0
25Q165,,,,0,0.0,0,0,0,0,0
23K165,,,,0,0.0,0,0,0,0,0
03M165,,,,0,0.0,0,0,0,0,0
30Q166,,,,0,0.0,0,0,0,0,0
03M166,,,,0,0.0,0,0,0,0,0
75X168,,,,0,0.0,0,0,0,0,0
25Q169,,,,0,0.0,0,0,0,0,0
15K169,,,,0,0.0,0,0,0,0,0
09X170,,,,0,0.0,0,0,0,0,0
04M171,,,,0,0.0,0,0,0,0,0
30Q171,,,,0,0.0,0,0,0,0,0
15K172,,,,0,0.0,0,0,0,0,0
06M173,,,,0,0.0,0,0,0,0,0
26Q173,,,,0,0.0,0,0,0,0,0
28Q174,,,,0,0.0,0,0,0,0,0
11X175,,,,0,0.0,0,0,0,0,0
05M175,,,,0,0.0,0,0,0,0,0
28Q175,,,,0,0.0,0,0,0,0,0
29Q176,,,,0,0.0,0,0,0,0,0
20K176,,,,0,0.0,0,0,0,0,0
21K177,,,,0,0.0,0,0,0,0,0
11X178,,,,0,0.0,0,0,0,0,0
23K178,,,,0,0.0,0,0,0,0,0
07X179,,,,0,0.0,0,0,0,0,0
20K179,,,,0,0.0,0,0,0,0,0
03M180,,,,0,0.0,0,0,0,0,0
29Q181,,,,0,0.0,0,0,0,0,0
17K181,,,,0,0.0,0,0,0,0,0
08X182,,,,0,0.0,0,0,0,0,0
28Q182,,,,0,0.0,0,0,0,0,0
27Q183,,,,0,0.0,0,0,0,0,0
02M183,,,,0,0.0,0,0,0,0,0
25Q184,,,,0,0.0,0,0,0,0,0
23K184,,,,0,0.0,0,0,0,0,0
01M184,,,,0,0.0,0,0,0,0,0
20K185,,,,0,0.0,0,0,0,0,0
26Q186,,,,0,0.0,0,0,0,0,0
20K186,,,,0,0.0,0,0,0,0,0
26Q188,,,,0,0.0,0,0,0,0,0
21K188,,,,0,0.0,0,0,0,0,0
01M188,,,,0,0.0,0,0,0,0,0
06M189,,,,0,0.0,0,0,0,0,0
17K189,,,,0,0.0,0,0,0,0,0
19K190,,,,0,0.0,0,0,0,0,0
26Q191,,,,0,0.0,0,0,0,0,0
17K191,,,,0,0.0,0,0,0,0,0
20K192,,,,0,0.0,0,0,0,0,0
06M192,,,,0,0.0,0,0,0,0,0
25Q193,,,,0,0.0,0,0,0,0,0
22K193,,,,0,0.0,0,0,0,0,0
05M194,,,,0,0.0,0,0,0,0,0
22K194,,,,0,0.0,0,0,0,0,0
12X195,,,,0,0.0,0,0,0,0,0
22K195,,,,0,0.0,0,0,0,0,0
29Q195,,,,0,0.0,0,0,0,0,0
12X196,,,,0,0.0,0,0,0,0,0
28Q196,,,,0,0.0,0,0,0,0,0
14K196,,,,0,0.0,0,0,0,0,0
22K197,,,,0,0.0,0,0,0,0,0
05M197,,,,0,0.0,0,0,0,0,0
27Q197,,,,0,0.0,0,0,0,0,0
22K198,,,,0,0.0,0,0,0,0,0
02M198,,,,0,0.0,0,0,0,0,0
21K199,,,,0,0.0,0,0,0,0,0
03M199,,,,0,0.0,0,0,0,0,0
24Q199,,,,0,0.0,0,0,0,0,0
09X199,,,,0,0.0,0,0,0,0,0
20K200,,,,0,0.0,0,0,0,0,0
05M200,,,,0,0.0,0,0,0,0,0
25Q201,,,,0,0.0,0,0,0,0,0
19K202,,,,0,0.0,0,0,0,0,0
22K203,,,,0,0.0,0,0,0,0,0
26Q203,,,,0,0.0,0,0,0,0,0
09X204,,,,0,0.0,0,0,0,0,0
20K204,,,,0,0.0,0,0,0,0,0
26Q205,,,,0,0.0,0,0,0,0,0
20K205,,,,0,0.0,0,0,0,0,0
10X205,,,,0,0.0,0,0,0,0,0
04M206,,,,0,0.0,0,0,0,0,0
22K206,,,,0,0.0,0,0,0,0,0
28Q206,,,,0,0.0,0,0,0,0,0
10X207,,,,0,0.0,0,0,0,0,0
22K207,,,,0,0.0,0,0,0,0,0
27Q207,,,,0,0.0,0,0,0,0,0
18K208,,,,0,0.0,0,0,0,0,0
10X209,,,,0,0.0,0,0,0,0,0
25Q209,,,,0,0.0,0,0,0,0,0
21K209,,,,0,0.0,0,0,0,0,0
31R021,,,,0,0.0,0,0,0,0,0
12X211,,,,0,0.0,0,0,0,0,0
30Q212,,,,0,0.0,0,0,0,0,0
21K212,,,,0,0.0,0,0,0,0,0
02M212,,,,0,0.0,0,0,0,0,0
19K213,,,,0,0.0,0,0,0,0,0
26Q213,,,,0,0.0,0,0,0,0,0
12X214,,,,0,0.0,0,0,0,0,0
25Q214,,,,0,0.0,0,0,0,0,0
19K214,,,,0,0.0,0,0,0,0,0
21K215,,,,0,0.0,0,0,0,0,0
21K216,,,,0,0.0,0,0,0,0,0
22K217,,,,0,0.0,0,0,0,0,0
18K219,,,,0,0.0,0,0,0,0,0
25Q219,,,,0,0.0,0,0,0,0,0
28Q220,,,,0,0.0,0,0,0,0,0
26Q221,,,,0,0.0,0,0,0,0,0
17K221,,,,0,0.0,0,0,0,0,0
22K222,,,,0,0.0,0,0,0,0,0
27Q223,,,,0,0.0,0,0,0,0,0
19K224,,,,0,0.0,0,0,0,0,0
10X226,,,,0,0.0,0,0,0,0,0
21K226,,,,0,0.0,0,0,0,0,0
20K229,,,,0,0.0,0,0,0,0,0
24Q229,,,,0,0.0,0,0,0,0,0
15K230,,,,0,0.0,0,0,0,0,0
27Q232,,,,0,0.0,0,0,0,0,0
18K233,,,,0,0.0,0,0,0,0,0
30Q234,,,,0,0.0,0,0,0,0,0
02M234,,,,0,0.0,0,0,0,0,0
18K235,,,,0,0.0,0,0,0,0,0
09X236,,,,0,0.0,0,0,0,0,0
22K236,,,,0,0.0,0,0,0,0,0
21K238,,,,0,0.0,0,0,0,0,0
24Q239,,,,0,0.0,0,0,0,0,0
17K241,,,,0,0.0,0,0,0,0,0
03M242,,,,0,0.0,0,0,0,0,0
25Q242,,,,0,0.0,0,0,0,0,0
16K243,,,,0,0.0,0,0,0,0,0
18K244,,,,0,0.0,0,0,0,0,0
22K245,,,,0,0.0,0,0,0,0,0
10X246,,,,0,0.0,0,0,0,0,0
20K247,,,,0,0.0,0,0,0,0,0
17K249,,,,0,0.0,0,0,0,0,0
14K250,,,,0,0.0,0,0,0,0,0
22K251,,,,0,0.0,0,0,0,0,0
29Q251,,,,0,0.0,0,0,0,0,0
21K253,,,,0,0.0,0,0,0,0,0
27Q254,,,,0,0.0,0,0,0,0,0
22K254,,,,0,0.0,0,0,0,0,0
22K255,,,,0,0.0,0,0,0,0,0
13K256,,,,0,0.0,0,0,0,0,0
14K257,,,,0,0.0,0,0,0,0,0
15K261,,,,0,0.0,0,0,0,0,0
16K262,,,,0,0.0,0,0,0,0,0
20K264,,,,0,0.0,0,0,0,0,0
18K268,,,,0,0.0,0,0,0,0,0
13K270,,,,0,0.0,0,0,0,0,0
18K272,,,,0,0.0,0,0,0,0,0
27Q273,,,,0,0.0,0,0,0,0,0
19K273,,,,0,0.0,0,0,0,0,0
32K274,,,,0,0.0,0,0,0,0,0
18K276,,,,0,0.0,0,0,0,0,0
07X277,,,,0,0.0,0,0,0,0,0
22K277,,,,0,0.0,0,0,0,0,0
10X279,,,,0,0.0,0,0,0,0,0
18K279,,,,0,0.0,0,0,0,0,0
24Q028,,,,0,0.0,0,0,0,0,0
13K282,,,,0,0.0,0,0,0,0,0
13K287,,,,0,0.0,0,0,0,0,0
21K288,,,,0,0.0,0,0,0,0,0
17K289,,,,0,0.0,0,0,0,0,0
19K290,,,,0,0.0,0,0,0,0,0
02M290,,,,0,0.0,0,0,0,0,0
10X291,,,,0,0.0,0,0,0,0,0
15K295,,,,0,0.0,0,0,0,0,0
14K297,,,,0,0.0,0,0,0,0,0
23K298,,,,0,0.0,0,0,0,0,0
32K299,,,,0,0.0,0,0,0,0,0
10X003,,,,0,0.0,0,0,0,0,0
08X304,,,,0,0.0,0,0,0,0,0
10X306,,,,0,0.0,0,0,0,0,0
19K306,,,,0,0.0,0,0,0,0,0
13K307,,,,0,0.0,0,0,0,0,0
16K308,,,,0,0.0,0,0,0,0,0
16K309,,,,0,0.0,0,0,0,0,0
10X310,,,,0,0.0,0,0,0,0,0
22K312,,,,0,0.0,0,0,0,0,0
10X315,,,,0,0.0,0,0,0,0,0
17K316,,,,0,0.0,0,0,0,0,0
14K319,,,,0,0.0,0,0,0,0,0
15K321,,,,0,0.0,0,0,0,0,0
22K326,,,,0,0.0,0,0,0,0,0
23K327,,,,0,0.0,0,0,0,0,0
19K328,,,,0,0.0,0,0,0,0,0
21K329,,,,0,0.0,0,0,0,0,0
03M333,,,,0,0.0,0,0,0,0,0
16K335,,,,0,0.0,0,0,0,0,0
10X340,,,,0,0.0,0,0,0,0,0
19K345,,,,0,0.0,0,0,0,0,0
19K346,,,,0,0.0,0,0,0,0,0
31R035,,,,0,0.0,0,0,0,0,0
75K036,,,,0,0.0,0,0,0,0,0
10X360,,,,0,0.0,0,0,0,0,0
29Q360,,,,0,0.0,0,0,0,0,0
22K361,,,,0,0.0,0,0,0,0,0
75K368,,,,0,0.0,0,0,0,0,0
75K370,,,,0,0.0,0,0,0,0,0
75K371,,,,0,0.0,0,0,0,0,0
75K372,,,,0,0.0,0,0,0,0,0
75K373,,,,0,0.0,0,0,0,0,0
17K375,,,,0,0.0,0,0,0,0,0
26Q376,,,,0,0.0,0,0,0,0,0
32K376,,,,0,0.0,0,0,0,0,0
27Q377,,,,0,0.0,0,0,0,0,0
32K377,,,,0,0.0,0,0,0,0,0
04M038,,,,0,0.0,0,0,0,0,0
14K380,,,,0,0.0,0,0,0,0,0
31R039,,,,0,0.0,0,0,0,0,0
10X396,,,,0,0.0,0,0,0,0,0
17K397,,,,0,0.0,0,0,0,0,0
17K398,,,,0,0.0,0,0,0,0,0
17K399,,,,0,0.0,0,0,0,0,0
03M452,,,,0,0.0,0,0,0,0,0
07X005,,,,0,0.0,0,0,0,0,0
20K503,,,,0,0.0,0,0,0,0,0
20K506,,,,0,0.0,0,0,0,0,0
02M527,,,,0,0.0,0,0,0,0,0
12X536,,,,0,0.0,0,0,0,0,0
31R056,,,,0,0.0,0,0,0,0,0
24Q058,,,,0,0.0,0,0,0,0,0
08X583,,,,0,0.0,0,0,0,0,0
12X595,,,,0,0.0,0,0,0,0,0
31R006,,,,0,0.0,0,0,0,0,0
27Q065,,,,0,0.0,0,0,0,0,0
31R065,,,,0,0.0,0,0,0,0,0
18K066,,,,0,0.0,0,0,0,0,0
20K069,,,,0,0.0,0,0,0,0,0
75X723,,,,0,0.0,0,0,0,0,0
31R074,,,,0,0.0,0,0,0,0,0
20K748,,,,0,0.0,0,0,0,0,0
08X075,,,,0,0.0,0,0,0,0,0
02M077,,,,0,0.0,0,0,0,0,0
17K770,,,,0,0.0,0,0,0,0,0
31R078,,,,0,0.0,0,0,0,0,0
31R008,,,,0,0.0,0,0,0,0,0
24Q081,,,,0,0.0,0,0,0,0,0
22K889,,,,0,0.0,0,0,0,0,0
02M089,,,,0,0.0,0,0,0,0,0
24Q089,,,,0,0.0,0,0,0,0,0
10X009,,,,0,0.0,0,0,0,0,0
21K090,,,,0,0.0,0,0,0,0,0
19K938,,,,0,0.0,0,0,0,0,0
15K958,,,,0,0.0,0,0,0,0,0
21K097,,,,0,0.0,0,0,0,0,0
75K004,,,,0,0.0,0,0,0,0,0
75K053,,,,0,0.0,0,0,0,0,0
75K077,,,,0,0.0,0,0,0,0,0
22K134,,,,0,0.0,0,0,0,0,0
75K140,,,,0,0.0,0,0,0,0,0
75K141,,,,0,0.0,0,0,0,0,0
21K225,,,,0,0.0,0,0,0,0,0
75K231,,,,0,0.0,0,0,0,0,0
22K315,,,,0,0.0,0,0,0,0,0
75K369,,,,0,0.0,0,0,0,0,0
75K721,,,,0,0.0,0,0,0,0,0
75K753,,,,0,0.0,0,0,0,0,0
75K771,,,,0,0.0,0,0,0,0,0
75K811,,,,0,0.0,0,0,0,0,0
75M079,,,,0,0.0,0,0,0,0,0
75M094,,,,0,0.0,0,0,0,0,0
75M169,,,,0,0.0,0,0,0,0,0
75M226,,,,0,0.0,0,0,0,0,0
75M721,,,,0,0.0,0,0,0,0,0
75M811,,,,0,0.0,0,0,0,0,0
75Q004,,,,0,0.0,0,0,0,0,0
24Q016,,,,0,0.0,0,0,0,0,0
75Q023,,,,0,0.0,0,0,0,0,0
28Q086,,,,0,0.0,0,0,0,0,0
75Q177,,,,0,0.0,0,0,0,0,0
30Q222,,,,0,0.0,0,0,0,0,0
75Q224,,,,0,0.0,0,0,0,0,0
75Q233,,,,0,0.0,0,0,0,0,0
75Q255,,,,0,0.0,0,0,0,0,0
75Q256,,,,0,0.0,0,0,0,0,0
75Q811,,,,0,0.0,0,0,0,0,0
75Q993,,,,0,0.0,0,0,0,0,0
75R373,,,,0,0.0,0,0,0,0,0
75X010,,,,0,0.0,0,0,0,0,0
75X012,,,,0,0.0,0,0,0,0,0
08X014,,,,0,0.0,0,0,0,0,0
10X015,,,,0,0.0,0,0,0,0,0
75X017,,,,0,0.0,0,0,0,0,0
10X037,,,,0,0.0,0,0,0,0,0
09X088,,,,0,0.0,0,0,0,0,0
09X114,,,,0,0.0,0,0,0,0,0
08X140,,,,0,0.0,0,0,0,0,0
75X176,,,,0,0.0,0,0,0,0,0
75X188,,,,0,0.0,0,0,0,0,0
75X596,,,,0,0.0,0,0,0,0,0
75X721,,,,0,0.0,0,0,0,0,0
75X811,,,,0,0.0,0,0,0,0,0
23K155,,,,0,0.0,0,0,0,0,0
26Q178,,,,0,0.0,0,0,0,0,0
32K045,,,,0,0.0,0,0,0,0,0
24Q087,,,,0,0.0,0,0,0,0,0
20K104,,,,0,0.0,0,0,0,0,0
24Q113,,,,0,0.0,0,0,0,0,0
29Q116,,,,0,0.0,0,0,0,0,0
24Q119,,,,0,0.0,0,0,0,0,0
23K137,,,,0,0.0,0,0,0,0,0
14K157,,,,0,0.0,0,0,0,0,0
06M187,,,,0,0.0,0,0,0,0,0
29Q208,,,,0,0.0,0,0,0,0,0
06M210,,,,0,0.0,0,0,0,0,0
02M217,,,,0,0.0,0,0,0,0,0
09X218,,,,0,0.0,0,0,0,0,0
07X224,,,,0,0.0,0,0,0,0,0
26Q266,,,,0,0.0,0,0,0,0,0
29Q268,,,,0,0.0,0,0,0,0,0
29Q295,,,,0,0.0,0,0,0,0,0
20K030,,,,0,0.0,0,0,0,0,0
23K323,,,,0,0.0,0,0,0,0,0
10X054,,,,0,0.0,0,0,0,0,0
30Q078,,,,0,0.0,0,0,0,0,0
27Q042,,,,0,0.0,0,0,0,0,0
09X004,,,,0,0.0,0,0,0,0,0
07X029,,,,0,0.0,0,0,0,0,0
07X031,,,,0,0.0,0,0,0,0,0
27Q114,,,,0,0.0,0,0,0,0,0
11X498,,,,0,0.0,0,0,0,0,0
29Q138,,,,0,0.0,0,0,0,0,0
29Q147,,,,0,0.0,0,0,0,0,0
11X194,,,,0,0.0,0,0,0,0,0
25Q200,,,,0,0.0,0,0,0,0,0
10X280,,,,0,0.0,0,0,0,0,0
75X186,,,,0,0.0,0,0,0,0,0
02M298,10002,40.71623,-73.9936,0,272414.0,9477,9733,10321,10028,10121
24Q296,11373,40.74323,-73.8715,0,0.0,18592,19984,21868,21933,20647
12X388,10472,40.83251,-73.8782,0,0.0,18638,18387,18019,17006,17200
04M495,10029,40.79019,-73.9441,0,0.0,15698,14415,14207,13641,14093
15K464,11215,40.66926,-73.9786,0,0.0,15164,15260,16437,16175,15342
17K002,,,,0,0.0,0,0,0,0,0
79X695,,,,0,0.0,0,0,0,0,0
29Q259,11412,40.70599,-73.7529,0,0.0,7609,7340,8159,7946,8484
17K122,11213,40.67591,-73.9393,0,0.0,15552,14948,15665,16216,16175
79Q950,,,,0,0.0,0,0,0,0,0
06M278,,,,0,0.0,0,0,0,0,0
84K651,,,,0,0.0,0,0,0,0,0
11X468,,,,0,0.0,0,0,0,0,0
11X566,,,,0,0.0,0,0,0,0,0
08X320,10461,40.83978,-73.8396,0,0.0,9899,10791,11430,11027,11036
11X542,10469,40.86044,-73.8607,0,0.0,15217,14965,16427,15948,15741
84Q170,,,,0,0.0,0,0,0,0,0
19K507,11207,40.66687,-73.8951,0,0.0,20716,21588,23752,21806,20433
84X185,,,,0,0.0,0,0,0,0,0
24Q307,,,,0,0.0,0,0,0,0,0
31R445,10302,40.63556,-74.1419,0,0.0,4355,4417,4575,4407,4806
31R068,,,,0,0.0,0,0,0,0,0
15K863,,,,0,0.0,0,0,0,0,0
29Q283,11413,40.66903,-73.7577,0,0.0,8786,8475,9381,9026,9405
22K630,11235,40.59316,-73.9366,0,0.0,14390,13781,15047,14176,13916
02M408,10036,40.76133,-73.9887,0,0.0,2074,1861,2097,2108,2119
06M178,,,,0,0.0,0,0,0,0,0
14K474,11211,40.71113,-73.9389,0,0.0,25215,26359,13969,13921,13524
10X319,,,,0,0.0,0,0,0,0,0
28Q080,,,,0,0.0,0,0,0,0,0
10X020,,,,0,0.0,0,0,0,0,0
30Q280,,,,0,0.0,0,0,0,0,0
13K009,,,,0,0.0,0,0,0,0,0
08X562,,,,0,0.0,0,0,0,0,0
25Q540,,,,0,0.0,0,0,0,0,0
28Q310,11432,40.71455,-73.7987,0,0.0,13444,13662,14054,13440,13626
27Q316,,,,0,0.0,0,0,0,0,0
28Q680,11432,40.71803,-73.8059,0,0.0,13444,13662,14054,13440,13626
27Q302,11691,40.60154,-73.764,0,0.0,20928,20909,22035,20933,19479
25Q241,11354,40.76489,-73.8268,0,0.0,8492,7965,7791,7283,7109
28Q687,11433,40.70088,-73.7984,0,0.0,9008,8571,10640,9581,9527
26Q566,11426,40.7442,-73.7288,0,0.0,4533,4450,4085,3471,3652
28Q686,11375,40.70843,-73.8555,0,0.0,13664,13015,14100,13563,14206
29Q248,11413,40.66903,-73.7577,0,0.0,8786,8475,9381,9026,9405
28Q338,,,,0,0.0,0,0,0,0,0
